id_movimiento,periodo,anio,mes,fuente_archivo,hoja_origen,fecha_carga,fecha_creacion,fecha_movimiento,tipo_movimiento_original,naturaleza_movimiento,categoria_movimiento,descripcion_movimiento,proveedor,documento_soporte,factura_no,cantidad,valor_unitario,valor_total,estado_registro,alerta_calidad,observacion_revision
INV-202511-000054,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 23:42:45.288,2025-11-23 23:41:27.340,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID851166472,0,0,3880.0,OK,,
INV-202511-000055,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 23:25:26.483,2025-11-23 23:24:33.793,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID841165884,0,0,8360.0,OK,,
INV-202511-000056,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:25:18.326,2025-11-23 22:23:32.124,Entrada - Compra,ENTRADA,COMPRA,,GALERIA SANTA HELENA,,,0,0,16499.9,OK,,
INV-202511-000057,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-16 20:52:32.123,2025-11-23 20:51:37.607,Entrada - Compra,ENTRADA,COMPRA,,D1 SAS,,G7F4174274,0,0,95760.0,OK,,
INV-202511-000058,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-16 20:43:31.267,2025-11-23 20:39:53.080,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID851166493,0,0,20509.9995,OK,,
INV-202511-000059,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:45:43.106,2025-11-23 15:45:09.527,Entrada - Compra,ENTRADA,COMPRA,,DISTRIBUIDORA JONY JG,,0745,0,0,40000.0,OK,,
INV-202511-000060,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:34:04.946,2025-11-23 15:33:21.892,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO17849,0,0,50000.0,OK,,
INV-202511-000061,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:33:11.676,2025-11-23 15:29:03.394,Entrada - Compra,ENTRADA,COMPRA,,KOLBITOS SAS,,3FE 29456,0,0,5000.0,OK,,
INV-202511-000062,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:29:00.914,2025-11-23 15:23:39.901,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO178468,0,0,163600.0,OK,,
INV-202511-000063,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:23:35.842,2025-11-23 15:22:31.887,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID861142121,0,0,5200.0,OK,,
INV-202511-000064,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:21:15.895,2025-11-23 15:20:16.741,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID851166467,0,0,45936.0,OK,,
INV-202511-000065,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:20:14.258,2025-11-23 15:19:20.155,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID841165915,0,0,7423.0,OK,,
INV-202511-000066,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:19:18.611,2025-11-23 15:17:31.215,Entrada - Compra,ENTRADA,COMPRA,,D1 SAS,,G4G3202513,0,0,199800.0,OK,,
INV-202511-000067,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 14:53:03.948,2025-11-23 14:46:53.590,Entrada - Compra,ENTRADA,COMPRA,,PANADERÍA FRANCESPAN,,PF2311,0,0,51999.552,OK,,
INV-202511-000068,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-18 13:48:25.405,2025-11-23 13:48:01.153,Entrada - Compra,ENTRADA,COMPRA,,MERCAFAMILIAR LAS PALMAS SAS,,WA104336,0,0,79000.0,OK,,
INV-202511-000069,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-13 13:33:43.749,2025-11-23 13:32:23.589,Entrada - Compra,ENTRADA,COMPRA,,JEPRI DISTRIBUIDPRA DE ALIMENTOS EN LINEA SAS,,FELE 3700,0,0,21710.0,OK,,
INV-202511-000070,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-12 13:22:38.071,2025-11-23 13:21:19.271,Entrada - Compra,ENTRADA,COMPRA,,JEPRI DISTRIBUIDPRA DE ALIMENTOS EN LINEA SAS,,FELE 3700,0,0,21710.0,OK,,
INV-202511-000071,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:22:29.692,2025-11-22 15:21:19.140,Entrada - Compra,ENTRADA,COMPRA,,,,,0,0,34000.0,POR VALIDAR,SOPORTE_INCOMPLETO,
INV-202511-000072,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-16 14:30:19.138,2025-11-22 14:29:52.135,Entrada - Compra,ENTRADA,COMPRA,,DOLLARCITY SURAMERICA COMERCIAL SAS,,F9031008104,0,0,28000.0,OK,,
INV-202511-000073,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:27:50.889,2025-11-21 22:27:00.419,Entrada - Compra,ENTRADA,COMPRA,,KOLBITOS SAS,,4FE 19677,0,0,9000.0,OK,,
INV-202511-000074,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-15 21:02:07.016,2025-11-21 21:00:11.477,Entrada - Compra,ENTRADA,COMPRA,,MERCAMIO SA,,AZFE124145,0,0,51150.0,OK,,
INV-202511-000075,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-15 21:00:03.829,2025-11-21 20:57:07.862,Entrada - Compra,ENTRADA,COMPRA,,BONNIPLAST SAS,,FESA28216,0,0,25500.0,OK,,
INV-202511-000076,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:43:53.854,2025-11-21 15:42:31.468,Entrada - Compra,ENTRADA,COMPRA,,KOLBITOS SAS,,3FE 29402,0,0,5000.0,OK,,
INV-202511-000077,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-12 14:05:12.040,2025-11-21 14:03:21.553,Entrada - Compra,ENTRADA,COMPRA,,JEPRI DISTRIBUIDPRA DE ALIMENTOS EN LINEA SAS,,FELE 3686,0,0,35002.0,OK,,
INV-202511-000078,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-13 13:32:12.355,2025-11-21 13:31:38.303,Entrada - Compra,ENTRADA,COMPRA,,JEPRI DISTRIBUIDPRA DE ALIMENTOS EN LINEA SAS,,FELE 3687,0,0,14474.0,OK,,
INV-202511-000079,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-13 13:31:04.221,2025-11-21 13:25:28.788,Entrada - Compra,ENTRADA,COMPRA,,JEPRI DISTRIBUIDPRA DE ALIMENTOS EN LINEA SAS,,FELE 3687,0,0,168797.0,OK,,
INV-202511-000080,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 23:05:14.469,2025-11-20 23:04:13.354,Entrada - Compra,ENTRADA,COMPRA,,CENCOSUD COLOMBIA SA,,AH111035124,0,0,5699.999999999999,OK,,
INV-202511-000081,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:41:20.199,2025-11-20 22:40:22.692,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO177442,0,0,196000.0,OK,,
INV-202511-000082,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:33:46.948,2025-11-20 22:33:03.790,Entrada - Compra,ENTRADA,COMPRA,,GRUPO SANTIAGO EXPRESS SAS,,EB211259,0,0,129360.0,OK,,
INV-202511-000083,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:20:44.662,2025-11-20 22:17:46.839,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,SA8745138,0,0,119599.8,OK,,
INV-202511-000084,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-06 22:01:55.200,2025-11-20 21:57:20.872,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO177126,0,0,178300.0,OK,,
INV-202511-000085,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 21:44:46.618,2025-11-20 21:40:53.371,Entrada - Compra,ENTRADA,COMPRA,,MERCAMIO SA,,CSFE109957,0,0,537040.795992714,OK,,
INV-202511-000086,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 21:38:52.116,2025-11-20 21:36:42.613,Entrada - Compra,ENTRADA,COMPRA,,PANADERÍA FRANCESPAN,,PF2011,0,0,208000.0,OK,,
INV-202511-000087,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-16 21:06:07.769,2025-11-20 21:02:15.043,Entrada - Compra,ENTRADA,COMPRA,,INDUSTRIA NACIONAL DE GASEOSAS SA,,FVCL2173580,0,0,655700.0,OK,,
INV-202511-000088,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:41:52.212,2025-11-20 15:39:53.789,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID861141441,0,0,10907.0,OK,,
INV-202511-000089,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-25 14:57:15.002,2025-11-20 14:56:11.968,Entrada - Compra,ENTRADA,COMPRA,,GRUPO SANTIAGO EXPRESS SAS,,EB211239,0,0,176500.0,OK,,
INV-202511-000090,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-25 14:56:06.105,2025-11-20 14:53:43.561,Entrada - Compra,ENTRADA,COMPRA,,MERCAFAMILIAR LAS PALMAS SAS,,WA103260,0,0,447700.0,OK,,
INV-202511-000091,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-16 14:20:31.337,2025-11-20 14:19:37.575,Entrada - Compra,ENTRADA,COMPRA,,DOLLARCITY SURAMERICA COMERCIAL SAS,,F9051000981,0,0,28000.0,OK,,
INV-202511-000092,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-19 12:12:48.157,2025-11-20 12:05:30.043,Entrada - Compra,ENTRADA,COMPRA,,ALKOSTO CALI,,X7632543070,0,0,31500.0,OK,,
INV-202511-000093,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 23:08:21.352,2025-11-19 23:06:02.562,Entrada - Compra,ENTRADA,COMPRA,,CENCOSUD COLOMBIA SA,,AH161052496,0,0,21990.0,OK,,
INV-202511-000094,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-30 15:39:48.960,2025-11-19 15:34:34.126,Entrada - Compra,ENTRADA,COMPRA,,INDUSTRIA NACIONAL DE GASEOSAS SA,,FVCL2157661,0,0,250800.0,OK,,
INV-202511-000095,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-25 14:53:32.310,2025-11-19 14:51:54.968,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO177039,0,0,174750.0,OK,,
INV-202511-000096,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 23:21:57.882,2025-11-18 23:14:38.883,Entrada - Compra,ENTRADA,COMPRA,,CENCOSUD COLOMBIA SA,,AH151057043,0,0,135189.984,OK,,
INV-202511-000097,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:08:35.929,2025-11-18 22:07:28.529,Entrada - Compra,ENTRADA,COMPRA,,INVERSIONES TATIANA GA S.A.S,,SB418868,0,0,59400.0,OK,,
INV-202511-000098,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:07:22.101,2025-11-18 22:06:31.387,Entrada - Compra,ENTRADA,COMPRA,,PESQUERA VALLEMAR SAS,,PELV14630,0,0,112320.0,OK,,
INV-202511-000099,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-23 21:30:27.715,2025-11-18 21:27:30.262,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO176292,0,0,201600.0,OK,,
INV-202511-000100,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-18 13:53:24.774,2025-11-18 13:49:49.603,Entrada - Compra,ENTRADA,COMPRA,,JEPRI DISTRIBUIDPRA DE ALIMENTOS EN LINEA SAS,,FELE 3674,0,0,68022.0,OK,,
INV-202511-000101,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:32:29.691,2025-11-17 22:30:10.412,Entrada - Compra,ENTRADA,COMPRA,,DOLLARCITY SURAMERICA COMERCIAL SAS,,F9D21015184,0,0,30000.0,OK,,
INV-202511-000102,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:03:38.239,2025-11-17 22:02:03.426,Entrada - Compra,ENTRADA,COMPRA,,DOLLARCITY SURAMERICA COMERCIAL SAS,,F9D31007334,0,0,16000.0,OK,,
INV-202511-000103,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-17 20:50:05.751,2025-11-17 20:48:15.604,Entrada - Compra,ENTRADA,COMPRA,,CENCOSUD COLOMBIA SA,,AH161051433,0,0,80500.0,OK,,
INV-202511-000104,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-06 21:41:54.537,2025-11-17 18:31:32.038,Entrada - Compra,ENTRADA,COMPRA,,D1 SAS,,SB418433,0,0,81600.0,OK,,
INV-202511-000105,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-24 13:59:23.231,2025-11-17 13:57:09.135,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID851165000,0,0,14781.0,OK,,
INV-202511-000106,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 21:40:34.918,2025-11-16 21:40:00.755,Entrada - Compra,ENTRADA,COMPRA,,KOLBITOS SAS,,4FE 19575,0,0,5000.0,OK,,
INV-202511-000107,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-22 20:56:09.389,2025-11-16 20:53:18.431,Entrada - Compra,ENTRADA,COMPRA,,DOLLARCITY SURAMERICA COMERCIAL SAS,,F9D5  1000800,0,0,30000.0,OK,,
INV-202511-000108,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-16 20:45:32.354,2025-11-16 20:44:34.249,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID841163966,0,0,6129.0,OK,,
INV-202511-000109,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-25 14:51:46.177,2025-11-16 14:50:14.855,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO175816,0,0,25000.0,OK,,
INV-202511-000110,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 23:00:44.552,2025-11-15 22:58:31.917,Entrada - Compra,ENTRADA,COMPRA,,CENCOSUD COLOMBIA SA,,AH16 1051437,0,0,19950.0,OK,,
INV-202511-000111,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:22:44.432,2025-11-15 22:21:53.014,Entrada - Compra,ENTRADA,COMPRA,,D1 SAS,,G1G0210067,0,0,47880.0,OK,,
INV-202511-000112,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:21:50.237,2025-11-15 22:20:54.715,Entrada - Compra,ENTRADA,COMPRA,,KOLBITOS SAS,,4FE 19543,0,0,5000.0,OK,,
INV-202511-000113,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:14:56.848,2025-11-15 22:14:14.981,Entrada - Compra,ENTRADA,COMPRA,,GRUPO SANTIAGO EXPRESS SAS,,EB210855,0,0,533220.0,OK,,
INV-202511-000114,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-06 21:47:33.658,2025-11-15 21:46:27.562,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID61140749,0,0,29900.0,OK,,
INV-202511-000115,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-06 21:43:53.011,2025-11-15 21:43:01.092,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,SA8744358,0,0,60400.0,OK,,
INV-202511-000116,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-23 21:27:22.526,2025-11-15 21:26:34.765,Entrada - Compra,ENTRADA,COMPRA,,KOLBITOS SAS,,3FE29318,0,0,5000.0,OK,,
INV-202511-000117,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-17 21:13:13.626,2025-11-15 21:11:43.288,Entrada - Compra,ENTRADA,COMPRA,,BONNIPLAST SAS,,FESA27237,0,0,36300.0,OK,,
INV-202511-000118,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 14:34:06.863,2025-11-15 14:32:38.863,Entrada - Compra,ENTRADA,COMPRA,,D1 SAS,,G2I7230837,0,0,27450.0,OK,,
INV-202511-000119,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-16 14:03:13.182,2025-11-15 14:01:48.745,Entrada - Compra,ENTRADA,COMPRA,,D1 SAS,,G4G5113459,0,0,64100.0,OK,,
INV-202511-000120,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-12 14:00:11.915,2025-11-15 13:59:14.380,Entrada - Compra,ENTRADA,COMPRA,,JEPRI DISTRIBUIDPRA DE ALIMENTOS EN LINEA SAS,,FELE 3662,0,0,11316.0,OK,,
INV-202511-000121,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 23:14:28.147,2025-11-14 23:13:00.369,Entrada - Compra,ENTRADA,COMPRA,,CENCOSUD COLOMBIA SA,,AH141053686,0,0,65970.0,OK,,
INV-202511-000122,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-24 14:04:41.379,2025-11-14 14:03:44.987,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO175228,0,0,59000.0,OK,,
INV-202511-000123,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-24 14:03:42.261,2025-11-14 14:02:56.989,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO175285,0,0,8000.0,OK,,
INV-202511-000124,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-24 14:00:24.217,2025-11-14 13:59:29.265,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO175298,0,0,74400.0,OK,,
INV-202511-000125,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-12 13:50:20.360,2025-11-14 13:37:46.691,Entrada - Compra,ENTRADA,COMPRA,,JEPRI DISTRIBUIDPRA DE ALIMENTOS EN LINEA SAS,,FELE 3661,0,0,666962.0,OK,,
INV-202511-000126,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:14:05.973,2025-11-13 22:13:26.968,Entrada - Compra,ENTRADA,COMPRA,,PESQUERA VALLEMAR SAS,,FEVA32499,0,0,270000.0,OK,,
INV-202511-000127,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:13:03.900,2025-11-13 22:09:04.589,Entrada - Compra,ENTRADA,COMPRA,,MERCAMIO SA,,CSFE97338,0,0,1002570.0,OK,,
INV-202511-000128,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:05:44.289,2025-11-13 22:03:50.735,Entrada - Compra,ENTRADA,COMPRA,,MERCAMIO SA,,CSFE97439,0,0,253756.0,OK,,
INV-202511-000129,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:01:46.129,2025-11-13 22:00:58.176,Entrada - Compra,ENTRADA,COMPRA,,DISTRIBUIDORA J Y N,,061012,0,0,540000.0,OK,,
INV-202511-000130,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 21:57:36.460,2025-11-13 21:48:01.089,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO174822,0,0,3080160.0,OK,,
INV-202511-000131,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 14:37:18.244,2025-11-13 14:34:20.155,Entrada - Compra,ENTRADA,COMPRA,,PESQUERA VALLEMAR SAS,,FEVA32498,0,0,492000.0,OK,,
INV-202511-000132,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-24 14:08:49.336,2025-11-13 14:04:50.284,Entrada - Compra,ENTRADA,COMPRA,,ALMACENES ÉXITO SA,,ID851163876,0,0,18200.0,OK,,
INV-202511-000133,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-25 14:47:52.248,2025-11-12 14:47:01.340,Entrada - Compra,ENTRADA,COMPRA,,KOLBITOS SAS,,3FE29247,0,0,5000.0,OK,,
INV-202511-000134,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:42:41.240,2025-11-11 22:41:35.287,Entrada - Compra,ENTRADA,COMPRA,,PESQUERA VALLEMAR SAS,,PELV14383,0,0,168000.0,OK,,
INV-202511-000135,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:40:14.541,2025-11-11 22:39:29.311,Entrada - Compra,ENTRADA,COMPRA,,D1 SAS,,K2H7141962,0,0,47880.0,OK,,
INV-202511-000136,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:38:54.328,2025-11-11 22:37:12.100,Entrada - Compra,ENTRADA,COMPRA,,MERCAMIO SA,,CSFE93333,0,0,215549.0,OK,,
INV-202511-000137,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-08 22:36:45.136,2025-11-11 22:36:02.952,Entrada - Compra,ENTRADA,COMPRA,,INVERSIONES TATIANA GA S.A.S,,SB413824,0,0,17200.0,OK,,
INV-202511-000138,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-25 15:02:27.224,2025-11-11 14:57:39.289,Entrada - Compra,ENTRADA,COMPRA,,INDUSTRIA NACIONAL DE GASEOSAS SA,,FVCL2056575,0,0,270000.0,OK,,
INV-202511-000139,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-25 14:50:00.732,2025-11-11 14:48:23.902,Entrada - Compra,ENTRADA,COMPRA,,DISTRIBUIDORA J Y N,,060894,0,0,135000.0,OK,,
INV-202511-000140,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-25 14:45:51.102,2025-11-11 14:43:33.645,Entrada - Compra,ENTRADA,COMPRA,,GRUPO SANTIAGO EXPRESS SAS,,EB210362,0,0,180320.0,OK,,
INV-202511-000141,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-11-24 14:15:12.654,2025-11-11 14:11:46.135,Entrada - Compra,ENTRADA,COMPRA,,QUESERA Y SALSAMENTARIA SAN FERNANDO SAS,,PO173553,0,0,341200.0,OK,,
INV-202511-000142,2025-11,2025,11,2025_11_Noviembre.xlsx,inventario,2026-04-20,2025-12-16 14:07:20.160,2025-11-11 14:04:59.361,Entrada - Compra,ENTRADA,COMPRA,,D1 SAS,,G9F6114459,0,0,47880.0,OK,,
